sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
2110,967,1,17,4,7200,,,-3,,
2111,968,1,100,8,7200,,,-3,,
2112,968,1,361,12,7200,,,-3,,
2113,968,1,445,10,7200,,,-3,,
2114,969,1,33,12,7200,,,-3,,
2115,969,1,37,9,7200,,,-3,,
2116,969,1,13,10,7200,,,-3,,
2117,970,1,58,8,7260,,,-3,,
2118,971,1,5,6,7260,,,-3,,
2119,972,1,152,11,7260,,,-3,,
2120,973,1,64,8,7260,,,-3,,
2121,974,1,198,6,7260,,,-3,,
2122,974,1,74,10,7260,,,-3,,
2123,974,1,284,8,7260,,,-3,,
2124,975,1,4,3,7260,,,-3,,
2125,975,1,407,8,7260,,,-3,,
2126,975,1,280,4,7260,,,-3,,
2127,975,1,426,5,7260,,,-3,,
2128,975,1,53,6,7260,,,-3,,
2129,976,1,179,5,7260,,,-3,,
2130,976,1,23,4,7260,,,-3,,
2131,976,1,98,6,7260,,,-3,,
2132,976,1,22,8,7260,,,-3,,
2133,977,1,288,2,7320,,,-3,,
2134,977,1,156,7,7320,,,-3,,
2135,977,1,24,10,7320,,,-3,,
2136,978,1,337,12,7320,,,-3,,
2137,978,1,259,8,7320,,,-3,,
2138,978,1,148,9,7320,,,-3,,
2139,979,1,174,8,7320,,,-3,,
2140,980,1,208,8,7320,,,-3,,
2141,981,1,196,10,7380,,,-3,,
2142,982,1,29,2,7380,,,-3,,
2143,983,1,221,10,7380,,,-3,,
2144,984,1,328,8,7380,,,-3,,
2145,985,1,28,10,7380,,,-3,,
2146,985,1,4,9,7380,,,-3,,
2147,985,1,7,11,7380,,,-3,,
2148,985,1,36,8,7380,,,-3,,
2149,986,1,1,9,7380,,,-3,,
2150,986,1,126,8,7380,,,-3,,
2151,986,1,386,4,7380,,,-3,,
2152,986,1,326,12,7380,,,-3,,
2153,987,1,1,4,7380,,,-3,,
2154,987,1,5,7,7380,,,-3,,
2155,987,1,39,8,7380,,,-3,,
2156,988,1,83,6,7380,,,-3,,
2157,989,1,11,10,7380,,,-3,,
2158,989,1,31,3,7380,,,-3,,
2159,989,1,64,6,7380,,,-3,,
2160,990,1,13,10,7440,,,-3,,
2161,991,1,346,6,7440,,,-3,,
2162,992,1,15,6,7440,,,-3,,
2163,992,1,178,4,7440,,,-3,,
2164,993,1,50,6,7440,,,-3,,
2165,993,1,116,12,7440,,,-3,,
2166,994,1,132,12,7440,,,-3,,
2167,994,1,159,9,7440,,,-3,,
2168,995,1,20,4,7440,,,-3,,
2169,996,1,1,7,7440,,,-3,,
2170,997,1,220,8,7500,,,-3,,
2171,998,1,161,4,7500,,,-3,,
2172,999,1,126,7,7500,,,-3,,
2173,1000,1,47,5,7500,,,-3,,
2174,1000,1,29,1,7500,,,-3,,
2175,1001,1,84,2,7500,,,-3,,
2176,1001,1,32,6,7500,,,-3,,
2177,1001,1,8,8,7500,,,-3,,
2178,1001,1,149,10,7500,,,-3,,
2179,1002,1,36,10,7500,,,-3,,
2180,1002,1,10,2,7500,,,-3,,
2181,1002,1,167,9,7500,,,-3,,
2182,1003,1,181,6,7500,,,-3,,
2183,1004,1,13,8,7500,,,-3,,
2184,1005,1,328,12,7500,,,-3,,
2185,1006,1,26,11,7500,,,-3,,
2186,1006,1,71,12,7500,,,-3,,
2187,1006,1,116,12,7500,,,-3,,
2188,1006,1,17,6,7500,,,-3,,
2189,1006,1,53,9,7500,,,-3,,
2190,1006,1,7,8,7500,,,-3,,
2191,1006,1,72,8,7500,,,-3,,
2192,1007,1,42,1,7500,,,-3,,
2193,1008,1,81,4,7500,,,-3,,
2194,1009,1,338,12,7500,,,-3,,
2195,1010,1,176,10,7560,,,-3,,
2196,1011,1,47,3,7560,,,-3,,
2197,1012,1,146,10,7560,,,-3,,
2198,1012,1,97,6,7560,,,-3,,
2199,1012,1,185,6,7560,,,-3,,
2200,1012,1,443,3,7560,,,-3,,
2201,1012,1,0,4,7560,,,-3,,
2202,1013,1,155,7,7560,,,-3,,
2203,1014,1,123,10,7560,,,-3,,
2204,1015,1,389,3,7560,,,-3,,
2205,1015,1,38,4,7560,,,-3,,
2206,1015,1,64,10,7560,,,-3,,
2207,1015,1,185,4,7560,,,-3,,
2208,1015,1,43,4,7560,,,-3,,
2209,1016,1,355,5,7620,,,-3,,
2210,1017,1,20,8,7620,,,-3,,
2211,1018,1,25,6,7620,,,-3,,
2212,1019,1,23,8,7620,,,-3,,
2213,1020,1,19,9,7620,,,-3,,
2214,1021,1,20,5,7620,,,-3,,
2215,1021,1,124,6,7620,,,-3,,
2216,1021,1,172,2,7620,,,-3,,
2217,1022,1,0,8,7680,,,-3,,
2218,1022,1,98,4,7680,,,-3,,
2219,1022,1,467,11,7680,,,-3,,
2220,1022,1,38,2,7680,,,-3,,
2221,1023,1,44,8,7680,,,-3,,
2222,1024,1,11,8,7680,,,-3,,
2223,1024,1,92,11,7680,,,-3,,
2224,1024,1,61,10,7680,,,-3,,
2225,1025,1,26,8,7680,,,-3,,
2226,1026,1,127,8,7680,,,-3,,
2227,1027,1,137,2,7680,,,-3,,
2228,1028,1,1,1,7680,,,-3,,
2229,1029,1,284,6,7680,,,-3,,
2230,1029,1,225,6,7680,,,-3,,
2231,1030,1,125,4,7680,,,-3,,
2232,1030,1,8,5,7680,,,-3,,
2233,1031,1,105,6,7740,,,-3,,
2234,1031,1,7,4,7740,,,-3,,
2235,1031,1,40,4,7740,,,-3,,
2236,1031,1,49,2,7740,,,-3,,
2237,1031,1,48,1,7740,,,-3,,
2238,1031,1,269,6,7740,,,-3,,
2239,1032,1,0,4,7740,,,-3,,
2240,1033,1,374,9,7740,,,-3,,
2241,1033,1,13,6,7740,,,-3,,
2242,1033,1,186,8,7740,,,-3,,
2243,1034,1,362,9,7740,,,-3,,
2244,1034,1,43,5,7740,,,-3,,
2245,1034,1,380,6,7740,,,-3,,
2246,1035,1,174,1,7740,,,-3,,
2247,1036,1,186,10,7740,,,-3,,
2248,1037,1,296,9,7800,,,-3,,
2249,1038,1,20,6,7800,,,-3,,
2250,1038,1,16,8,7800,,,-3,,
2251,1038,1,442,12,7800,,,-3,,
2252,1039,1,22,2,7800,,,-3,,
2253,1039,1,161,8,7800,,,-3,,
2254,1040,1,1,9,7800,,,-3,,
2255,1041,1,2,5,7800,,,-3,,
2256,1042,1,118,6,7800,,,-3,,
2257,1043,1,14,6,7800,,,-3,,
2258,1044,1,264,4,7800,,,-3,,
2259,1044,1,285,3,7800,,,-3,,
2260,1044,1,28,10,7800,,,-3,,
2261,1044,1,29,4,7800,,,-3,,
2262,1044,1,3,6,7800,,,-3,,
2263,1045,1,53,5,7800,,,-3,,
2264,1046,1,58,10,7800,,,-3,,
2265,1046,1,23,6,7800,,,-3,,
2266,1047,1,220,8,7800,,,-3,,
2267,1048,1,146,2,7860,,,-3,,
2268,1049,1,8,6,7860,,,-3,,
2269,1049,1,18,4,7860,,,-3,,
2270,1049,1,47,6,7860,,,-3,,
2271,1049,1,242,4,7860,,,-3,,
2272,1050,1,133,9,7860,,,-3,,
2273,1051,1,20,2,7860,,,-3,,
2274,1051,1,4,6,7860,,,-3,,
2275,1051,1,79,12,7860,,,-3,,
2276,1052,1,6,8,7860,,,-3,,
2277,1053,1,78,2,7860,,,-3,,
2278,1053,1,28,8,7860,,,-3,,
2279,1054,1,22,12,7860,,,-3,,
2280,1054,1,47,6,7860,,,-3,,
2281,1055,1,148,12,7860,,,-3,,
2282,1055,1,384,4,7860,,,-3,,
2283,1056,1,406,8,7860,,,-3,,
2284,1057,1,20,6,7860,,,-3,,
2285,1058,1,27,9,7860,,,-3,,
2286,1059,1,18,3,7860,,,-3,,
2287,1059,1,27,8,7860,,,-3,,
2288,1059,1,10,8,7860,,,-3,,
2289,1060,1,54,7,7920,,,-3,,
2290,1061,1,25,2,7920,,,-3,,
2291,1062,1,186,4,7920,,,-3,,
2292,1063,1,22,1,7920,,,-3,,
2293,1063,1,112,9,7920,,,-3,,
2294,1063,1,35,8,7920,,,-3,,
2295,1064,1,7,6,7920,,,-3,,
2296,1064,1,2,6,7920,,,-3,,
2297,1064,1,257,6,7920,,,-3,,
2298,1064,1,70,4,7920,,,-3,,
2299,1065,1,26,6,7920,,,-3,,
2300,1066,1,9,4,7920,,,-3,,
2301,1067,1,157,2,7920,,,-3,,
2302,1068,1,80,10,7920,,,-3,,
2303,1069,1,32,9,7980,,,-3,,
2304,1069,1,0,2,7980,,,-3,,
2305,1069,1,301,7,7980,,,-3,,
2306,1070,1,122,8,7980,,,-3,,
2307,1071,1,35,11,7980,,,-3,,
2308,1072,1,24,8,7980,,,-3,,
2309,1073,1,11,2,7980,,,-3,,
2310,1074,1,4,11,7980,,,-3,,
2311,1074,1,0,8,7980,,,-3,,
2312,1074,1,282,12,7980,,,-3,,
2313,1074,1,15,4,7980,,,-3,,
2314,1074,1,67,8,7980,,,-3,,
2315,1075,1,15,10,8040,,,-3,,
2316,1075,1,54,4,8040,,,-3,,
2317,1076,1,62,8,8040,,,-3,,
2318,1076,1,44,4,8040,,,-3,,
2319,1076,1,38,3,8040,,,-3,,
2320,1076,1,16,10,8040,,,-3,,
2321,1076,1,4,5,8040,,,-3,,
2322,1077,1,1,11,8040,,,-3,,
2323,1077,1,15,9,8040,,,-3,,
2324,1077,1,37,8,8040,,,-3,,
2325,1077,1,32,6,8040,,,-3,,
2326,1077,1,28,2,8040,,,-3,,
2327,1078,1,109,2,8040,,,-3,,
2328,1078,1,36,9,8040,,,-3,,
2329,1079,1,41,10,8040,,,-3,,
2330,1079,1,20,9,8040,,,-3,,
2331,1080,1,340,11,8040,,,-3,,
2332,1080,1,12,12,8040,,,-3,,
2333,1081,1,0,6,8040,,,-3,,
2334,1082,1,174,4,8040,,,-3,,
2335,1082,1,101,5,8040,,,-3,,
2336,1083,1,84,9,8100,,,-3,,
2337,1083,1,199,2,8100,,,-3,,
2338,1083,1,97,4,8100,,,-3,,
2339,1084,1,74,6,8100,,,-3,,
2340,1084,1,0,2,8100,,,-3,,
2341,1085,1,49,8,8100,,,-3,,
2342,1085,1,44,4,8100,,,-3,,
2343,1086,1,44,4,8100,,,-3,,
2344,1086,1,12,5,8100,,,-3,,
2345,1086,1,23,2,8100,,,-3,,
2346,1087,1,107,7,8100,,,-3,,
2347,1087,1,30,3,8100,,,-3,,
2348,1087,1,184,4,8100,,,-3,,
2349,1088,1,448,8,8100,,,-3,,
2350,1089,1,24,5,8100,,,-3,,
2351,1090,1,0,7,8100,,,-3,,
2352,1090,1,2,9,8100,,,-3,,
2353,1090,1,21,8,8100,,,-3,,
2354,1091,1,183,11,8100,,,-3,,
2355,1092,1,212,7,8100,,,-3,,
2356,1092,1,176,8,8100,,,-3,,
2357,1092,1,194,6,8100,,,-3,,
2358,1092,1,25,8,8100,,,-3,,
2359,1093,1,193,6,8100,,,-3,,
2360,1094,1,42,6,8160,,,-3,,
2361,1095,1,0,11,8160,,,-3,,
2362,1095,1,484,7,8160,,,-3,,
2363,1095,1,10,7,8160,,,-3,,
2364,1096,1,40,6,8220,,,-3,,
2365,1097,1,49,10,8220,,,-3,,
2366,1097,1,59,6,8220,,,-3,,
2367,1098,1,44,4,8220,,,-3,,
2368,1098,1,2,10,8220,,,-3,,
2369,1099,1,19,1,8220,,,-3,,
2370,1099,1,93,10,8220,,,-3,,
2371,1100,1,137,2,8220,,,-3,,
2372,1100,1,267,4,8220,,,-3,,
2373,1101,1,154,12,8220,,,-3,,
2374,1102,1,31,11,8220,,,-3,,
2375,1103,1,14,10,8280,,,-3,,
2376,1104,1,326,11,8280,,,-3,,
2377,1104,1,52,11,8280,,,-3,,
2378,1104,1,199,8,8280,,,-3,,
2379,1104,1,173,7,8280,,,-3,,
2380,1104,1,92,4,8280,,,-3,,
2381,1105,1,39,8,8280,,,-3,,
2382,1105,1,112,8,8280,,,-3,,
2383,1106,1,55,10,8280,,,-3,,
2384,1107,1,2,6,8280,,,-3,,
2385,1108,1,64,10,8280,,,-3,,
2386,1108,1,202,9,8280,,,-3,,
2387,1108,1,196,10,8280,,,-3,,
2388,1108,1,455,4,8280,,,-3,,
2389,1108,1,57,6,8280,,,-3,,
2390,1108,1,107,7,8280,,,-3,,
2391,1108,1,109,6,8280,,,-3,,
2392,1108,1,14,8,8280,,,-3,,
2393,1108,1,10,8,8280,,,-3,,
2394,1108,1,1,4,8280,,,-3,,
2395,1108,1,72,6,8280,,,-3,,
2396,1108,1,7,5,8280,,,-3,,
2397,1108,1,448,12,8280,,,-3,,
2398,1109,1,292,7,8280,,,-3,,
2399,1109,1,42,8,8280,,,-3,,
2400,1109,1,1,9,8280,,,-3,,
2401,1110,1,113,5,8280,,,-3,,
2402,1110,1,458,7,8280,,,-3,,
2403,1110,1,11,4,8280,,,-3,,
2404,1111,1,281,2,8280,,,-3,,
2405,1112,1,14,10,8340,,,-3,,
2406,1112,1,11,5,8340,,,-3,,
2407,1112,1,3,2,8340,,,-3,,
2408,1112,1,50,10,8340,,,-3,,
2409,1112,1,24,7,8340,,,-3,,
2410,1113,1,81,6,8340,,,-3,,
2411,1114,1,25,9,8340,,,-3,,
2412,1114,1,231,8,8340,,,-3,,
2413,1115,1,39,5,8340,,,-3,,
2414,1116,1,24,10,8340,,,-3,,
2415,1117,1,28,8,8340,,,-3,,
2416,1117,1,2,7,8340,,,-3,,
2417,1117,1,3,6,8340,,,-3,,
2418,1117,1,245,7,8340,,,-3,,
2419,1117,1,54,6,8340,,,-3,,
2420,1117,1,6,8,8340,,,-3,,
2421,1118,1,15,10,8340,,,-3,,
2422,1119,1,31,5,8340,,,-3,,
2423,1120,1,223,8,8340,,,-3,,
2424,1120,1,413,11,8340,,,-3,,
2425,1121,1,0,4,8340,,,-3,,
2426,1122,1,35,6,8340,,,-3,,
2427,1123,1,62,11,8340,,,-3,,
2428,1123,1,5,9,8340,,,-3,,
2429,1124,1,0,10,8340,,,-3,,
2430,1124,1,124,4,8340,,,-3,,
2431,1125,1,29,6,8400,,,-3,,
2432,1125,1,479,1,8400,,,-3,,
2433,1126,1,16,6,8400,,,-3,,
2434,1127,1,48,8,8400,,,-3,,
2435,1127,1,94,8,8400,,,-3,,
2436,1127,1,486,8,8400,,,-3,,
2437,1127,1,212,11,8400,,,-3,,
2438,1127,1,15,10,8400,,,-3,,
2439,1128,1,0,5,8400,,,-3,,
2440,1128,1,245,2,8400,,,-3,,
2441,1129,1,3,8,8400,,,-3,,
2442,1129,1,71,3,8400,,,-3,,
2443,1129,1,29,5,8400,,,-3,,
2444,1130,1,29,10,8400,,,-3,,
2445,1131,1,28,1,8400,,,-3,,
2446,1132,1,3,6,8400,,,-3,,
2447,1132,1,4,6,8400,,,-3,,
2448,1133,1,1,11,8460,,,-3,,
2449,1134,1,223,5,8460,,,-3,,
2450,1134,1,71,6,8460,,,-3,,
2451,1134,1,210,10,8460,,,-3,,
2452,1134,1,17,8,8460,,,-3,,
2453,1134,1,82,9,8460,,,-3,,
2454,1134,1,0,8,8460,,,-3,,
2455,1135,1,388,10,8460,,,-3,,
2456,1135,1,30,11,8460,,,-3,,
2457,1136,1,59,7,8460,,,-3,,
2458,1137,1,3,2,8460,,,-3,,
2459,1138,1,39,8,8520,,,-3,,
2460,1138,1,25,3,8520,,,-3,,
2461,1138,1,17,8,8520,,,-3,,
2462,1139,1,4,8,8520,,,-3,,
2463,1140,1,10,6,8520,,,-3,,
2464,1140,1,328,6,8520,,,-3,,
2465,1140,1,320,5,8520,,,-3,,
2466,1140,1,0,11,8520,,,-3,,
2467,1141,1,142,9,8520,,,-3,,
2468,1141,1,106,6,8520,,,-3,,
2469,1141,1,280,1,8520,,,-3,,
2470,1141,1,101,5,8520,,,-3,,
2471,1141,1,1,8,8520,,,-3,,
2472,1141,1,50,4,8520,,,-3,,
2473,1141,1,112,5,8520,,,-3,,
2474,1142,1,24,5,8520,,,-3,,
2475,1142,1,36,8,8520,,,-3,,
2476,1143,1,34,5,8520,,,-3,,
2477,1143,1,89,5,8520,,,-3,,
2478,1144,1,55,7,8520,,,-3,,
2479,1145,1,314,8,8520,,,-3,,
2480,1146,1,158,4,8520,,,-3,,
2481,1147,1,48,4,8520,,,-3,,
2482,1147,1,159,10,8520,,,-3,,
2483,1147,1,117,5,8520,,,-3,,
2484,1147,1,219,6,8520,,,-3,,
2485,1147,1,202,10,8520,,,-3,,
2486,1148,1,376,5,8520,,,-3,,
2487,1149,1,135,12,8520,,,-3,,
2488,1150,1,0,7,8580,,,-3,,
2489,1150,1,35,8,8580,,,-3,,
2490,1150,1,58,7,8580,,,-3,,
2491,1151,1,13,8,8580,,,-3,,
2492,1151,1,231,8,8580,,,-3,,
2493,1151,1,32,9,8580,,,-3,,
2494,1152,1,30,4,8580,,,-3,,
2495,1153,1,60,4,8580,,,-3,,
2496,1153,1,132,10,8580,,,-3,,
2497,1154,1,266,6,8580,,,-3,,
2498,1155,1,82,5,8580,,,-3,,
2499,1155,1,132,8,8580,,,-3,,
2500,1155,1,1,6,8580,,,-3,,
2501,1156,1,109,5,8640,,,-3,,
2502,1156,1,165,6,8640,,,-3,,
2503,1156,1,128,8,8640,,,-3,,
2504,1157,1,42,6,8640,,,-3,,
2505,1158,1,3,8,8640,,,-3,,
2506,1159,1,170,10,8700,,,-3,,
2507,1160,1,173,9,8700,,,-3,,
2508,1160,1,332,7,8700,,,-3,,
2509,1160,1,39,8,8700,,,-3,,
2510,1161,1,195,3,8700,,,-3,,
2511,1161,1,40,12,8700,,,-3,,
2512,1161,1,107,12,8700,,,-3,,
2513,1161,1,15,4,8700,,,-3,,
2514,1162,1,410,10,8700,,,-3,,
2515,1163,1,109,6,8700,,,-3,,
2516,1163,1,78,4,8700,,,-3,,
2517,1164,1,5,8,8700,,,-3,,
2518,1164,1,9,2,8700,,,-3,,
2519,1164,1,60,12,8700,,,-3,,
2520,1164,1,0,8,8700,,,-3,,
2521,1164,1,43,11,8700,,,-3,,
2522,1165,1,105,4,8700,,,-3,,
2523,1166,1,382,1,8700,,,-3,,
2524,1166,1,26,3,8700,,,-3,,
2525,1167,1,446,4,8700,,,-3,,
2526,1167,1,1,10,8700,,,-3,,
2527,1167,1,132,5,8700,,,-3,,
2528,1168,1,431,8,8700,,,-3,,
2529,1169,1,22,11,8760,,,-3,,
2530,1169,1,75,5,8760,,,-3,,
2531,1170,1,12,4,8760,,,-3,,
2532,1171,1,20,8,8760,,,-3,,
2533,1171,1,18,6,8760,,,-3,,
2534,1171,1,419,8,8760,,,-3,,
2535,1171,1,139,6,8760,,,-3,,
2536,1172,1,76,6,8760,,,-3,,
2537,1172,1,6,10,8760,,,-3,,
2538,1172,1,372,9,8760,,,-3,,
2539,1172,1,43,6,8760,,,-3,,
2540,1172,1,183,3,8760,,,-3,,
2541,1173,1,53,4,8760,,,-3,,
2542,1174,1,5,12,8820,,,-3,,
2543,1174,1,51,7,8820,,,-3,,
2544,1175,1,214,12,8820,,,-3,,
2545,1176,1,203,2,8820,,,-3,,
2546,1177,1,109,2,8820,,,-3,,
2547,1177,1,381,3,8820,,,-3,,
2548,1177,1,1,9,8820,,,-3,,
2549,1178,1,0,3,8820,,,-3,,
2550,1178,1,7,8,8820,,,-3,,
2551,1179,1,320,9,8820,,,-3,,
2552,1179,1,435,10,8820,,,-3,,
2553,1180,1,57,8,8820,,,-3,,
2554,1181,1,35,8,8820,,,-3,,
2555,1182,1,107,9,8820,,,-3,,
2556,1182,1,4,11,8820,,,-3,,
2557,1183,1,43,4,8820,,,-3,,
2558,1183,1,15,2,8820,,,-3,,
2559,1183,1,68,4,8820,,,-3,,
2560,1184,1,38,12,8820,,,-3,,
2561,1185,1,266,9,8820,,,-3,,
2562,1186,1,334,3,8880,,,-3,,
2563,1186,1,412,10,8880,,,-3,,
2564,1187,1,121,10,8880,,,-3,,
2565,1187,1,323,4,8880,,,-3,,
2566,1187,1,200,4,8880,,,-3,,
2567,1187,1,116,4,8880,,,-3,,
2568,1187,1,30,4,8880,,,-3,,
2569,1188,1,37,3,8880,,,-3,,
2570,1189,1,68,8,8880,,,-3,,
2571,1190,1,184,7,8880,,,-3,,
2572,1190,1,128,11,8880,,,-3,,
2573,1190,1,10,2,8880,,,-3,,
2574,1190,1,11,4,8880,,,-3,,
2575,1190,1,93,2,8880,,,-3,,
2576,1190,1,6,7,8880,,,-3,,
2577,1190,1,13,12,8880,,,-3,,
2578,1191,1,7,6,8880,,,-3,,
2579,1192,1,17,8,8880,,,-3,,
2580,1193,1,13,7,8880,,,-3,,
2581,1194,1,5,3,8880,,,-3,,
2582,1194,1,32,4,8880,,,-3,,
2583,1194,1,394,8,8880,,,-3,,
2584,1194,1,48,5,8880,,,-3,,
2585,1194,1,187,8,8880,,,-3,,
2586,1195,1,324,12,8940,,,-3,,
2587,1195,1,0,11,8940,,,-3,,
2588,1196,1,8,8,8940,,,-3,,
2589,1196,1,70,5,8940,,,-3,,
2590,1196,1,24,8,8940,,,-3,,
2591,1197,1,161,11,8940,,,-3,,
2592,1198,1,239,9,8940,,,-3,,
2593,1199,1,85,8,8940,,,-3,,
2594,1200,1,33,12,8940,,,-3,,
2595,1200,1,62,6,8940,,,-3,,
2596,1200,1,28,11,8940,,,-3,,
2597,1200,1,222,5,8940,,,-3,,
2598,1200,1,69,8,8940,,,-3,,
2599,1201,1,7,11,8940,,,-3,,
2600,1202,1,120,2,8940,,,-3,,
2601,1202,1,384,10,8940,,,-3,,
2602,1202,1,463,4,8940,,,-3,,
2603,1203,1,30,2,8940,,,-3,,
2604,1203,1,0,6,8940,,,-3,,
2605,1204,1,44,9,8940,,,-3,,
2606,1205,1,125,5,8940,,,-3,,
2607,1205,1,271,8,8940,,,-3,,
2608,1206,1,123,3,9000,,,-3,,
2609,1207,1,199,10,9000,,,-3,,
2610,1208,1,17,3,9000,,,-3,,
2611,1208,1,12,10,9000,,,-3,,
2612,1208,1,14,9,9000,,,-3,,
2613,1209,1,41,4,9000,,,-3,,
2614,1209,1,1,8,9000,,,-3,,
2615,1209,1,48,7,9000,,,-3,,
2616,1209,1,117,4,9000,,,-3,,
2617,1210,1,2,6,9000,,,-3,,
2618,1211,1,196,9,9000,,,-3,,
2619,1211,1,45,2,9000,,,-3,,
2620,1211,1,21,8,9000,,,-3,,
2621,1211,1,380,4,9000,,,-3,,
2622,1212,1,25,4,9000,,,-3,,
2623,1213,1,131,3,9000,,,-3,,
2624,1214,1,44,6,9000,,,-3,,
2625,1215,1,231,8,9000,,,-3,,
2626,1216,1,359,3,9000,,,-3,,
2627,1217,1,3,8,9060,,,-3,,
2628,1217,1,146,4,9060,,,-3,,
2629,1218,1,246,8,9060,,,-3,,
2630,1219,1,2,11,9060,,,-3,,
2631,1219,1,24,2,9060,,,-3,,
2632,1220,1,10,3,9060,,,-3,,
2633,1221,1,213,12,9060,,,-3,,
2634,1222,1,0,7,9060,,,-3,,
2635,1222,1,2,4,9060,,,-3,,
2636,1222,1,49,8,9060,,,-3,,
2637,1223,1,13,9,9060,,,-3,,
2638,1223,1,129,6,9060,,,-3,,
2639,1224,1,137,5,9060,,,-3,,
2640,1225,1,82,7,9060,,,-3,,
2641,1225,1,13,2,9060,,,-3,,
2642,1226,1,42,6,9120,,,-3,,
2643,1227,1,1,7,9120,,,-3,,
2644,1228,1,429,4,9120,,,-3,,
2645,1229,1,24,8,9120,,,-3,,
2646,1230,1,67,6,9120,,,-3,,
2647,1231,1,2,8,9120,,,-3,,
2648,1232,1,154,4,9180,,,-3,,
2649,1232,1,49,10,9180,,,-3,,
2650,1232,1,438,10,9180,,,-3,,
2651,1233,1,15,12,9180,,,-3,,
2652,1234,1,340,10,9180,,,-3,,
2653,1234,1,15,7,9180,,,-3,,
2654,1235,1,88,12,9180,,,-3,,
2655,1236,1,42,2,9180,,,-3,,
2656,1237,1,23,5,9240,,,-3,,
2657,1238,1,13,12,9240,,,-3,,
2658,1239,1,108,12,9240,,,-3,,
2659,1239,1,19,2,9240,,,-3,,
2660,1240,1,5,12,9240,,,-3,,
2661,1241,1,40,8,9240,,,-3,,
2662,1242,1,7,9,9240,,,-3,,
2663,1243,1,5,3,9240,,,-3,,
2664,1244,1,24,8,9240,,,-3,,
2665,1245,1,95,1,9300,,,-3,,
2666,1245,1,71,6,9300,,,-3,,
2667,1246,1,126,5,9300,,,-3,,
2668,1246,1,339,8,9300,,,-3,,
2669,1247,1,15,7,9300,,,-3,,
2670,1248,1,110,8,9300,,,-3,,
2671,1249,1,45,5,9300,,,-3,,
2672,1249,1,0,7,9300,,,-3,,
2673,1249,1,44,11,9300,,,-3,,
2674,1250,1,1,5,9300,,,-3,,
2675,1251,1,7,8,9300,,,-3,,
2676,1252,1,266,7,9300,,,-3,,
2677,1252,1,84,7,9300,,,-3,,
2678,1252,1,24,8,9300,,,-3,,
2679,1253,1,31,7,9300,,,-3,,
2680,1253,1,52,12,9300,,,-3,,
2681,1253,1,380,12,9300,,,-3,,
2682,1253,1,34,4,9300,,,-3,,
2683,1254,1,486,3,9300,,,-3,,
2684,1254,1,17,4,9300,,,-3,,
2685,1254,1,60,4,9300,,,-3,,
2686,1255,1,35,6,9300,,,-3,,
2687,1256,1,73,3,9300,,,-3,,
2688,1257,1,41,2,9300,,,-3,,
2689,1258,1,14,4,9300,,,-3,,
2690,1258,1,15,7,9300,,,-3,,
2691,1259,1,25,6,9300,,,-3,,
2692,1259,1,17,10,9300,,,-3,,
2693,1259,1,2,6,9300,,,-3,,
2694,1260,1,25,10,9300,,,-3,,
2695,1261,1,6,9,9360,,,-3,,
2696,1261,1,254,8,9360,,,-3,,
2697,1262,1,252,8,9360,,,-3,,
2698,1262,1,25,10,9360,,,-3,,
2699,1263,1,0,6,9360,,,-3,,
2700,1264,1,355,12,9360,,,-3,,
2701,1264,1,94,4,9360,,,-3,,
2702,1264,1,161,6,9360,,,-3,,
2703,1264,1,448,8,9360,,,-3,,
2704,1265,1,244,7,9360,,,-3,,
2705,1265,1,41,10,9360,,,-3,,
2706,1265,1,59,6,9360,,,-3,,
2707,1265,1,6,7,9360,,,-3,,
2708,1265,1,208,1,9360,,,-3,,
2709,1266,1,20,2,9360,,,-3,,
2710,1267,1,153,11,9360,,,-3,,
2711,1268,1,1,8,9360,,,-3,,
2712,1269,1,161,10,9360,,,-3,,
2713,1270,1,214,6,9360,,,-3,,
2714,1271,1,121,8,9420,,,-3,,
2715,1272,1,106,6,9420,,,-3,,
2716,1272,1,10,7,9420,,,-3,,
2717,1272,1,80,7,9420,,,-3,,
2718,1273,1,93,8,9420,,,-3,,
2719,1274,1,25,7,9420,,,-3,,
2720,1274,1,118,6,9420,,,-3,,
2721,1274,1,143,3,9420,,,-3,,
2722,1275,1,21,8,9420,,,-3,,
2723,1276,1,27,8,9420,,,-3,,
2724,1277,1,29,2,9420,,,-3,,
2725,1278,1,91,4,9420,,,-3,,
2726,1279,1,12,8,9420,,,-3,,
2727,1280,1,476,3,9420,,,-3,,
2728,1280,1,166,10,9420,,,-3,,
2729,1280,1,24,8,9420,,,-3,,
2730,1281,1,97,10,9420,,,-3,,
2731,1282,1,140,8,9420,,,-3,,
2732,1283,1,24,7,9420,,,-3,,
2733,1284,1,31,8,9420,,,-3,,
2734,1284,1,294,8,9420,,,-3,,
2735,1285,1,1,10,9480,,,-3,,
2736,1285,1,179,6,9480,,,-3,,
2737,1286,1,34,6,9480,,,-3,,
2738,1286,1,20,6,9480,,,-3,,
2739,1286,1,343,1,9480,,,-3,,
2740,1286,1,153,7,9480,,,-3,,
2741,1287,1,22,6,9480,,,-3,,
2742,1288,1,17,11,9480,,,-3,,
2743,1289,1,349,9,9480,,,-3,,
2744,1289,1,145,10,9480,,,-3,,
2745,1289,1,61,4,9480,,,-3,,
